"code","name"
"344ESPS ","Esopus Formation"
"344FCRG ","Fischer Ridge Member"
"344FLPC ","Fluorspar Canyon Formation"
"344FMDM ","Four Mile Dam Formation"
"344FRGM ","Frog Mountain Sandstone"
"344FRNP ","Ferron Point Formation"
"344FRTN ","Fortune Formation"
"344GENV ","Geneva Dolomite"
"344GNSH ","Genshaw Formation"
"344GRDT ","Grand Tower Limestone"
"344GVLP ","Gravel Point Formation"
"344HAML ","Hamilton Formation"
"344HMLN ","Hamilton Group"
"344HNTN ","Hunton Megagroup"
"344HUNT ","Huntersville Chert"
"344JEFR ","Jefferson Formation"
"344JFFR ","Jefferson Formation"
"344JFVL ","Jeffersonville Limestone"
"344KHLR ","Koehler Limestone"
"344KLNS ","Killians Limestone"
"344KNKL ","Kunkeltown Zone"
"344KNUS ","Kanouse Sandstone"
"344KNWD ","Kenwood Member of Wapsipinicon Formation"
"344LGLK ","Long Lake Limestone"
"344LKCC ","Lake Church Formation"
"344LLGP ","Little Gap Zone"
"344LUCA ","Lucas Limestone"
"344LUCS ","Lucas Formation"
"344MDPK ","Muddy Peak Limestone"
"344MLWK ","Milwaukee Formation"
"344MNBL ","Montebello Sandstone Member of Mahantango Formation"
"344MNMR ","Mahantango and Marcellus Formations"
"344MNNG ","Mahantango Formation"
"344MPLN ","Mapleton Sandstone"
"344MRCL ","Marcellus Shale"
"344MYWD ","Maywood Formation"
"344NALB ","Middle Devonian Series of New Albany Group"
"344NDMR ","Needmore Shale"
"344NEVD ","Nevada Formation"
"344NHNN ","Needmore and Huntersville and Onondaga and Onesquethaw Formations"
"344NIAG ","Niagara Dolomite"
"344NNCK ","Newton Creek Limestone"
"344NNOK ","Nanook Limestone"
"344NRPN ","Norway Point Formation"
"344NSHL ","Nis Hollow Member"
"344ODOP ","Onondaga, Old Port Formations Undifferentiated"
"344ONDG ","Onondaga Limestone"
"344ONTE ","Onate Formation"
"344OTIS ","Otis Member of Wapsipinicon Formation"
"344PDGP ","Partridge Point Formation"
"344PGRM ","Pegram Formation"
"344PNDL ","Pendleton Sandstone"
"344PRAR ","Prairie Evaporite Formation of Elk Point Group"
"344PRFM ","Potter Farm Formation"
"344PRIR ","Prairie Formation"
"344PTSK ","Petoskey Limestone"
"344RGRC ","Rogers City Limestone"
"344RKPQ ","Rockport Quarry Limestone"
"344RMNY ","Romney Formation"
"344ROMN ","Romney Shale"
"344RPID ","Rapid Member of Cedar Valley Formation"
"344SBJV ","Sellersburg and Jeffersonville Limestones Equivalents (Onondaga Ls.)"
"344SCEP ","Schoharie and Esopus Formations, Undifferentiated"
"344SEVY ","Sevy Dolomite"
"344SILC ","Silica Formation"
"344SLGV ","Selinsgrove Member or Limestone of Onondaga Limestone"
"344SLMR ","Salmontrout Limestone"
"344SLRN ","St Laurent Formation"
"344SMNS ","Simonson Dolomite"
"344SMRG ","Sherman Ridge Formation or Member of Mahantango Formation"
"344SNPN ","Stony Point Formation"
"344SNTR ","Santa Rita Limestone"
"344SOLN ","Solon Member of Cedar Valley Formation"
"344SPGV ","Spring Grove Member of Wapsipinicon Limestone"
"344SPRB ","Sparrow Bush Formation"
"344SQTW ","Onesquethaw Formation"
"344TDRB ","Thunder Bay Limestone"
"344TIOG ","Tioga Metabentonite"
"344TKRG ","Turkey Ridge Member of Marcellus Shale"
"344TKTN ","Takotna Formation"
"344TLLY ","Tully Limestone"
"344TMCK ","Ten Mile Creek Dolomite"
"344TSVL ","Thiensville Formation"
"344VLNR ","Vallenar Formation"
"344WAPC ","Wapsipinicon Formation"
"344WPGS ","Winnipegosis Formation"
"344WPPC ","Wapsipinicon Limestone"
"345CTNG ","Chattanooga Shale"
"345ERIN ","Erian Series"
"347ADRS ","Andreas Red Beds"
"347BAKB ","Backbone Limestone (Subsurface)"
"347BCKB ","Backbone Limestone"
"347BCRF ","Becraft Limestone"
"347BILY ","Bailey Limestone"
"347BRTB ","Beartooth Butte Formation"
"347CLCK ","Clear Creek Chert"
"347CMNS ","Coeymans Limestone"
"347COMS ","Coeymans Formation"
"347CPMN ","Chapman Sandstone"
"347DCKF ","Dockendorff Group"
"347DEPU ","Depue Limestone Member of Coeymans Formation"
"347DNVL ","Duttonville Member of Rondout Formation"
"347DVNNL","Devonian, Lower"
"347DVSL ","Devonian-Silurian Systems"
"347DVVNL","Lower Devonian Series"
"347EDMH ","Edmunds Hill Andesite"
"347FBKV ","Flatbrookville Member of New Scotland Formation"
"347FLGP ","Flat Gap Limestone"
"347GRKB ","Grassy Knob Chert"
"347HDBG ","Helderberg Group"
"347HDGG ","Hedgehog Formation"
"347HLBR ","Hillsboro Sandstone"
"347HRMN ","Harriman Formation"
"347KKBG ","Kalkberg Limestone"
"347KRHN ","Karheen Formation"
"347KRTL ","Keyser, Tonoloway Formations Undifferentiated"
"347KTWC ","Keyser, Tonoloway, Wills Creek, Bloomsburg, Mifflintown Fms and Clinto"
"347KTWM ","Keyser, Tonoloway, Wills Creek, Bloomsburg, Mifflintown Formations, Un"
"347KYSR ","Keyser Limestone"
"347LKCK ","Licking Creek Limestone"
"347LLSL ","Little Saline Limestone"
"347LPRC ","La Porte City Chert"
"347MAKZ ","Maskenozha Member"
"347MNDT ","Mandata Member of Helderberg Formation"
"347MNLS ","Manlius Formation"
"347MNSK ","Minisink Limestone"
"347MPCG ","Mashipacong Member of Rondout Formation"
"347MSKZ ","Maskenozha Member of New Scotland Formation"
"347NESC ","New Scotland Formation"
"347NSCD ","New Scotland Limestone"
"347NWCK ","New Creek Formation"
"347OLDP ","Old Port Formation"
"347ORIK ","Oriskany Group"
"347ORIS ","Oriskany Sandstone"
"347ORSK ","Oriskany Formation"
"347PLMR ","Palmerton Formation"
"347PNRS ","Penters Chert"
"347PREN ","Port Ewen Shale"
"347PRVL ","Peters Valley Member of Coeymans Formation"
"347RDGL ","Ridgeley Sandstone"
"347RDRV ","Road River Formation"
"347RNDT ","Rondout Formation"
"347ROSS ","Ross Formation"
"347RVEN ","Ravena Member of Coeymans Limestone"
"347SCHR ","Schoharie Formation"
"347SEVY ","Sevy Dolomite (Lower Devonian-Upper Silurian)"
"347SILD ","Shawnee Island Member of Coeymans Formation"
"347SMVL ","Stormville Member of Coeymans Formation"
"347SRVR ","Shriver Chert"
"347TCKR ","Thacker Member of Manlius Limestone"
"347WTPR ","Whiteport Dolomite Member of Rondout Formation"
"348ADRD ","Anderdon Formation"
"348AMBG ","Amherstburg Formation"
"348BBLC ","Bois Blanc Formation"
"348DRRV ","Detroit River Group"
"348FILR ","Filer Sandstone Lentil of Amherstburg Formation"
"348FRCK ","Flat Rock Dolomite"
"348GDID ","Garden Island Formation"
"348MCKC ","Mackinac Breccia"
"348ONDG ","Onondaga Limestone"
"348RCFD ","Richfield Member of Lucas Limestone"
"348SLVN ","Sylvania Sandstone"
"348ULSR ","Ulsterian Series"
"350ANNH ","Anne He Pluton"
"350AYER ","Ayer Granodiorite, Silurian"
"350BLCK ","Blaylock Sandstone"
"350BVLK ","Beaver Lake Dolomite (Silurian-Upper Ordovician)"
"350CBOL ","Cibola Limestone"
"350CRSL ","Crystalline Rocks, Undifferentiated"
"350CRSLC","Crystalline Rocks, Carbonate"
"350CRSLN","Crystalline Rocks, Noncarbonate"
"350DCTN ","Decathon Dolomite"
"350DLMT ","Silurian Dolomite"
"350ELDR ","Elder Sandstone"
"350ESPG ","Ely Springs Dolomite"
"350EVPR ","Silurian Evaporites"
"350FLRD ","Floride Dolomite"
"350GRPD ","Green Pond Conglomerate"
"350HCRK ","Hanson Creek Dolomite"
"350HGFL ","High Falls Formation"
"350IRLK ","Interlake Formation"
"350JCKV ","Jack Valley Formation"
"350LKTN ","Laketown Dolomite"
"350LMMN ","Lime Mountain Dolomite"
"350LMSN ","Silurian Limestone"
"350LNMN ","Lone Mountain Dolomite"
"350LNSL ","Silurian Limestone and Shale"
"350MCMG ","Mc Monnigal Limestone"
"350MSRM ","Missouri Mountain Slate"
"350NAID ","Naiad Limestone"
"350PRHM ","Perham Formation"
"350RDMN ","Red Mountain Formation"
"350SCLR ","St Clair Limestone"
"350SDSL ","Silurian Sandstone and Shale"
"350SHLE ","Silurian Shale"
"350SIDO ","Silurian Dolomite"
"350SLDL ","Silurian Dolomite Aquifer"
"350SLRN ","Silurian System"
"350SLRNR","Silurian Rocks"
"350SMML ","Smyrna Mills Formation"
"350SNDS ","Silurian Sandstone"
"350SOVC ","Silurian-Ordovician Systems"
"350SPGV ","Spragueville Formation"
"350SVNS ","Stevens Series"
"350TLCK ","Trial Creek Formation"
"350TOR  ","Tor Limestone"
"350TTIN ","Tatina Group"
"351ACBB ","Akron-Coblesville-Bertie Formations, Undifferentiated"
"351AKRN ","Akron Dolomite"
"351BBGM ","Bloomsburg, Mifflintown Formations Undifferentiated"
"351BDGP ","Bridgeport Member of Bloomsburg Formation"
"351BDVL ","Bossardville Formation"
"351BILD ","Bass Islands Dolomite"
"351BILDG","Bass Islands Group"
"351BMBG ","Bloomsburg Formation"
"351BNTR ","Binnewater Sandstone"
"351BODV ","Bossardville Limestone"
"351BPLR ","Bay of Pillars Formation"
"351BRTI ","Bertie Limestone"
"351CBLK ","Cobleskill Limestone"
"351CMLS ","Camillus Shale"
"351CVBK ","Clove Brook Member of Decker Formation"
"351CYUG ","Cayuga Group"
"351DCKR ","Decker Formation"
"351ERMS ","Eromosa Dolomite of Lockport Group"
"351GFLD ","Greenfield Dolomite"
"351GILD ","Goat Island Dolomite of Lockport Group"
"351GLPH ","Guelph Dolomite of Lockport Group"
"351HECT ","Heceta Limestone"
"351KUIU ","Kuiu Limestone"
"351LCKP ","Lockport Dolomite"
"351LNGD ","Longwood Shale"
"351PINB ","Put-In-Bay Dolomite"
"351PMPK ","Pyramid Peak Limestone"
"351PXID ","Poxono Island Formation"
"351RNDU ","Rendu Formation"
"351RRVR ","Raisin River Dolomite"
"351SALN ","Salina Group"
"351SLIN ","Salina Formation"
"351SLRNU","Silurian, Upper"
"351SRCS ","Syracuse Salt"
"351TIDL ","Tidal Formation"
"351TMCT ","Tymochtee Formation"
"351TNLY ","Tonoloway Limestone"
"351TNWL ","Tonoloway and Wills Creek Formations"
"351VRNN ","Vernon Shale"
"351WICK ","Wills Creek Shale"
"351WLCK ","Wills Creek Formation"
"351WLCKL","Wills Creek Formation, Lower Member"
"351WLCKU","Wills Creek Formation, Upper Member"
"351WLGB ","Willoughby Limestone"
"351WLMP ","Williamsport Sandstone"
"351WPKC ","Wallpack Center Member of Decker Formation"
"352BILD ","Bass Islands Dolomite"
"352BMBG ","Bloomsburg Formation"
"352CYGN ","Cayugan Series"
"352CYUG ","Cayuga Group"
"352GFLD ","Greenfield Dolomite"
"352HCCK ","Hancock Dolomite"
"352PAXC ","Point Aux Chenes Shale"
"352PINB ","Put-In-Bay Dolomite"
"352RRVR ","Raisin River Dolomite"
"352SIGC ","St Ignace Dolomite"
"352SLIN ","Salina Group"
"352SLINC","Salina Group C Unit"
"352SLIND","Salina Group D Evaporite"
"352SLINE","Salina Group E Unit"
"352SLINF","Salina Group F Evaporites"
"352SLING","Salina Group G Unit"
"352SLINT","Salina Formation"
"352TMCT ","Tymochtee Shale"
"352WUBK ","Waubakee Formation"
"354BLHL ","Bell Hill Dolomite"
"354BROP ","Brownsport Group"
"354BRPR ","Brownsport Formation"
"354BSHR ","Bisher Limestone"
"354CBHL ","Cabin Hill Member of Rose Hill Formation"
"354CBOB ","Crab Orchard and Brassfield Formations"
"354CBOC ","Crab Orchard Formation"
"354CDVL ","Cedarville Dolomite"
"354CLIN ","Clinton Group"
"354CLNC ","Clinch Sandstone"
"354CLNN ","Clinton Formation"
"354CLTC ","Clinton and Tuscarora Formations"
"354CNTR ","Center Member of Rose Hill Formation"
"354DCTR ","Decatur Limestone"
"354DXON ","Dixon Formation (Subsurface)"
"354DYTN ","Dayton Limestone"
"354EPHM ","Euphemia Dolomite"
"354FCVL ","Frenchville Formation"
"354FSLM ","Fusselman Dolomite"
"354HRST ","Harrisite Dolomite"
"354KEEF ","Keefer Sandstone"
"354KEFR ","Keefer Sandstone Member of Clinton Formation"
"354LEGO ","Lego Limestone Member of Wayne Formation"
"354LOGD ","Laurel Dolomite and Osgood Formation"
"354LSSP ","Lost Sheep Dolomite"
"354LSVL ","Louisville Limestone"
"354LURL ","Laurel Dolomite"
"354LVLG ","Louisville Limestone and Lego Ls Member of Wayne Fm (Big Six Sand)"
"354LVLL ","Louisville Limestone and Laurel Dolomite"
"354MCKZ ","Mc Kenzie Formation"
"354MFLN ","Mifflintown Formation"
"354MSNN ","Massanutten Sandstone"
"354OGBF ","Osgood Formation and Brassfield Dolomite"
"354OSGD ","Osgood Formation"
"354PRMN ","Perry Mountain Formation, Middle Silurian"
"354RBRM ","Roberts Mountain Formation"
"354RCKD ","Rockwood Formation"
"354RCSR ","Rochester Member of Mufflintown Formation"
"354RKRH ","Rochester and Keefer and Rose Hill Formations"
"354ROBM ","Roberts Mountain Formation or Limestone"
"354ROCR ","Rochester Shale"
"354RSHL ","Rose Hill Formation"
"354RSHLL","Rose Hill Formation, Lower Member"
"354RSHLM","Rose Hill Formation, Middle Member"
"354RSHLU","Rose Hill Formation, Upper Member"
"354SLDR ","Waldron Shale"
"354SLIN ","Salina Formation"
"354SLMN ","Salamonie Dolomite"
"354SLRNM","Silurian, Middle"
"354SNGK ","Shawangunk Formation"
"354SNGKM","Shawangunk Formation, Middle Member"
"354SNGKU","Shawangunk Formation, Upper Member"
"354SPGF ","Springfield Limestone"
"354TRSD ","Thursday Dolomite"
"354WBSH ","Wabash Formation"
"354WKSA ","Waukesha Formation"
"354WLDR ","Waldron Shale"
"354WYNE ","Wayne Group"
"355BBDG ","Bainbridge Limestone"
"355BBLF ","Burnt Bluff Group"
"355BURNT","Bluff Formation"
"355BYRN ","Byron Dolomite"
"355CLNN ","Clinton Shale"
"355CRDL ","Cordell Dolomite"
"355ENGD ","Engadine Dolomite"
"355FBRN ","Fiborn Limestone"
"355GLPH ","Guelph Dolomite"
"355GOWR ","Gower Formation"
"355GOWRD","Gower Dolomite"
"355HDCK ","Hendricks Dolomite"
"355HOPK ","Hopkinton Dolomite"
"355HPKN ","Hopkinton Formation"
"355JOLT ","Joliet Formation"
"355LCKP ","Lockport Dolomite"
"355LMID ","Lime Island Dolomite"
"355MASQ ","Manistique Formation"
"355MNSP ","Moccasin Springs Formation"
"355MNSQ ","Manistique Dolomite"
"355MVLL ","Mayville Dolomite"
"355NGRN ","Niagaran Series"
"355NGRNB","Brown Niagaran"
"355NGRNG","Niagara Group"
"355NIGR ","Niagaran Series"
"355RCIN ","Racine Formation"
"355SA1C ","Salina Group A-1 Carbonate"
"355SA1E ","Salina Group A-1 Evaporite"
"355SA2C ","Salina Group A-2 Carbonate"
"355SA2E ","Salina Group A-2 Evaporite"
"355SCCF ","Schoolcraft Dolomite"
"355SLINB","Salina Group B Evaporite"
"357ALBN ","Albion Group"
"357BAFD ","Brassfield Limestone (Dolomite)"
"357BFLD ","Brassfield Limestone"
"357CLIN ","Clinton Group"
"357CMNL ","Chimney Hill Dolomite"
"357CRML ","Carys Mills Formation"
"357CSTN ","Castanea Member of Tuscarora Formation"
"357DECW ","Decew Dolomite of Clinton Group"
"357DSCN ","Descon Formation"
"357GAPR ","Gasport Dolomite of Lockport Group"
"357GRMB ","Grimsby Formation of Medina Group"
"357IRDQ ","Irondequoit Limestone of Clinton Group"
"357KNKK ","Kankakee Formation"
"357LFRT ","Lafferty Limestone"
"357MDIN ","Medina Group"
"357NEHG ","Neahga Shale of Clinton Group"
"357RNGL ","Rangeley Formation, Lower Silurian"
"357RNLS ","Reynales Limestone of Clinton Group"
"357ROCR ","Rochester Shale of Clinton Group"
"357SLOV ","Silurian-Ordovician System"
"357SLRNL","Silurian, Lower"
"357SNGKL","Shawangunk Formation, Lower Member"
"357SODV ","Silurian-Ordovician Systems"
"357STNL ","Stonewall Formation"
"357TCRR ","Tuscarora Sandstone"
"357TRLD ","Thorold Sandstone of Medina Group"
"357WRLP ","Whirlpool Sandstone of Medina Group"
"358ALXD ","Alexandrian Series"
"358BLGG ","Bowling Green Dolomite"
"358CBHD ","Cabot Head Shale"
"358CTRC ","Cataract Formation"
"358CYRN ","Cyrene Limestone Member of Edgewood Formation"
"358EDGD ","Edgewood Formation"
"358GRRD ","Girardeau Limestone"
"358KNKK ","Kankakee Formation"
"358MNLN ","Manitoulin Dolomite"
"358MVLL ","Mayville Limestone"
"358SXCK ","Sexton Creek Limestone"
"360ALPV ","Antelope Valley Limestone"
"360ARMD ","Armendaris Limestone"
"360BRCK ","Berwick Formation, Ordovician To Precambrian"
"360BRCKU","Berwick Formation (Upper Part), Ordovician To Precambrian"
"360BRDC ","Broad Canyon Formation"
"360CDRG ","Chandler Ridge Formation"
"360CKCR ","Chokecherry Dolomite (Ordovician-Upper Cambrian)"
"360CLEF ","Calef Member of Eliot Formation, Ordovician To Precambrian"
"360CLPC ","Clipper Canyon Sequence"
"360CMUS ","Comus Formation"
"360CRBL ","Cristobal Limestone"
"360CRDF ","Cardiff Metaconglomerate"
"360CRSL ","Crystalline Rocks, Undifferentiated"
"360CRSLC","Crystalline Rocks, Carbonate"
"360CRSLN","Crystalline Rocks, Noncarbonate"
"360DDWD ","Deadwood Formation"
"360DLMT ","Ordovician Dolomite"
"360ELOT ","Eliot Formation, Ordovician To Precambrian"
"360EVPR ","Ordovician Evaporites"
"360FRDS ","Frondosa Limestone"
"360GCLF ","Gatecliff Formation"
"360GOVE ","Gove Member of Berwick Formation, Ordovician To Precambrian"
"360GRMP ","Grampian Limestone (Ordovician-Cambrian)"
"360HOUS ","House Limestone of Pogonip Group (Ordovician-Cambrian)"
"360IIVI ","Intermediate Intrusive Igneous Rock"
"360KTTN ","Kittatinny Limestone"
"360KTTR ","Kittery Formation, Ordovician To Precambrian"
"360LDBR ","Ledbetter Slate"
"360LMSN ","Ordovician Limestone"
"360LNSL ","Ordovician Limestone and Shale"
"360MLNY ","Maloney Metamorphic Series"
"360MRGR ","Morgan Run Formation"
"360MSBC ","Massabesic Gneiss Complex, Ordovician To Precambrian"
"360MSKT ","Masket Shale"
"360NBRPG","Newburyport Complex (Granite), Ordovician"
"360NBRPT","Newburyport Complex (Tonalite), Ordovician"
"360NNML ","Ninemile Formation"
"360ODUC ","Ordovician System"
"360ODVC ","Ordovician System"
"360ODVCR","Ordovician Rocks"
"360OVCB ","Ordovician-Cambrian Systems"
"360PCBM ","Peach Bottom Slate"
"360PGNP ","Pogonip Group (Ordovician-Cambrian)"
"360PLMT ","Palmetto Formation"
"360PNCN ","Pinecone Sequence"
"360SDSL ","Ordovician Sandstone and Shale"
"360SHLE ","Ordovician Shale"
"360SKVL ","Sykesville Formation"
"360SKVLG","Sykesville Formation, Gneiss Member"
"360SKVLS","Sykesville Formation, Schist Member"
"360SMRG ","Sonoma Range Formation"
"360SNDS ","Ordovician Sandstone"
"360VINN ","Vinini Formation"
"360VLMY ","Valmy Formation"
"360WLCN ","Willow Canyon Sequence"
"361ALCK ","Ashlock Formation"
"361ALCKL","Lower Ashlock Formation"
"361ALCKU","Upper Ashlock Formation"
"361ALMN ","Aleman Formation"
"361ARNM ","Arnheim Shale"
"361ARVN ","Arvonia Formation"
"361BDEG ","Bald Eagle Formation"
"361BGRN ","Bighorn Dolomite"
"361BLFK ","Bull Fork Formation"
"361BRNM ","Burnam Limestone"
"361BRRD ","Brainerd Member of Maquoketa Formation"
"361BSKL ","Bushkill Member of Martinsburg Formation"
"361BUKL ","Bushkill Member of Martinsburg Shale"
"361CBLC ","Cable Canyon Sandstone"
"361CCLC ","Cocalico Formation"
"361CCLCP","Cocalico Phyllite"
"361CKMG ","Chickamauga Limestone"
"361CLCK ","Calloway Creek Limestone"
"361CLFR ","Clays Ferry Formation"
"361CLRM ","Clermont Shale Member of Maquoketa Formation"
"361CMBD ","Cumberland Formation (Richmond Group)"
"361CSON ","Cason Shale"
"361CTTR ","Cutter Formation of Montoya Dolomite"
"361DKAK ","Drakes and Ashlock Formations"
"361DKBF ","Drakes and Bull Fork Formations"
"361DLBR ","Dillsboro Formation"
"361DRKS ","Drakes Formation"
"361EDEN ","Eden Group"
"361EDENS","Eden Group (Million Shale)"
"361ELGN ","Elgin Member of Maquoketa Formation"
"361ELKR ","Elkhorn Formation"
"361EURK ","Eureka Quartzite"
"361FLTN ","Fulton Shale"
"361FRAK ","Fort Atkinson Member of Maquoketa Formation"
"361FRVL ","Fernvale Limestone"
"361FRVW ","Fairview Formation"
"361FSHV ","Fish Haven Dolomite"
"361GLBR ","Gilbert Member of Ashlock Formation"
"361GNTN ","Gunton Member of Stony Mountain Formation"
"361GRLK ","Grant Lake Limestone"
"361GRRD ","Garrard Siltstone"
"361HRDG ","Harding Sandstone of Bighorn Dolomite"
"361INMN ","Inman Formation"
"361JBEG ","Juniata and Bald Eagle Formations"
"361JOSG ","Juniata and Oswego"
"361JRDG ","Jones Ridge Limestone"
"361JRND ","Jornada Limestone"
"361JUNT ","Juniata Formation"
"361KOPE ","Kope Formation"
"361KPCF ","Kope and Clays Ferry Formations"
"361LBRT ","Liberty Formation"
"361LIGH ","Leigh Dolomite Member of Bighorn Dolomite"
"361LNDR ","Lander Sandstone Member of Bighorn Dolomite"
"361LPIC ","Leipers-Inman-Catheys Formations Undifferentiated"
"361LPRS ","Leipers Limestone"
"361LRRN ","Lorraine Shale"
"361LSRN ","Lost Run Member of Bald Eagle Formation"
"361LTON ","Latonia Shale"
"361MAQK ","Maquoketa Formation"
"361MCML ","Mc Millan Formation"
"361MLHL ","Mill Hill Slate Formation"
"361MNNI ","Mannie Shale"
"361MNTY ","Montoya Dolomite Group"
"361MONT ","Montoya Limestone"
"361MQKG ","Maquoketa Shale-Galena Dolomite"
"361MQKT ","Maquoketa Shale"
"361MRBG ","Martinsburg Shale"
"361MRBGA","Martinsburg Shale, A Unit"
"361MRBGB","Martinsburg Shale, B Unit"
"361MRBGC","Martinsburg Shale, C Unit"
"361MRBGD","Martinsburg Shale, D Unit"
"361MRBGE","Martinsburg Shale, E Unit"
"361MRBGF","Martinsburg Shale, F Unit"
"361MRBGG","Martinsburg Shale, G Unit"
"361MRBGH","Martinsburg Shale, H Unit"
"361MRBGL","Martinsburg Shale, Lower Member"
"361MRBGM","Martinsburg Shale, Middle Member"
"361MRBGN","Martinsburg Formation, Basal Limestone"
"361MRBGU","Martinsburg Shale, Upper Member"
"361MRVL ","Maravillas Chert"
"361MSVL ","Maysville Group"
"361NEDA ","Neda Member of Maquoketa Formation"
"361ODVCU","Ordovician, Upper"
"361ODVUM","Upper-Middle Ordovician Series"
"361OSWG ","Oswego Sandstone"
"361PAGL ","Pen Argyl Member of Martinsburg Shale"
"361PCVL ","Preachersville Member of Drakes Formation"
"361PKCK ","Polk Creek Shale"
"361PLMN ","Pyle Mountain Argillite"
"361PNNR ","Penitentiary Member of Stony Mountain Format"
"361PPLS ","Point Pleasant Formation or Tongue of Clays Ferry Formation"
"361PRVL ","Par Value Member of Montoya Dolomite"
"361QNSN ","Queenston Shale"
"361QNTC ","Quantico Slate"
"361RCMD ","Richmond Group"
"361RDRV ","Red River Formation"
"361RDVL ","Reedsville Formation"
"361REBA ","Reba Member of Ashlock Formation"
"361RERV ","Red River Formation of Bighorn Group"
"361RLND ","Rowland Member of Drakes Formation"
"361RMBG ","Ramseyburg Member of Martinsburg Shale"
"361RVEN ","Raven Member of Montoya Dolomite"
"361SCDV ","Second Value Member of Montoya Dolomite"
"361SCRY ","Shochary Sandstone"
"361SGCK ","Stingy Creek Member of Ashlock Formation"
"361SHLE ","Shale"
"361SLUD ","Saluda Member of Whitewater Formation"
"361SLVN ","Sylvan Shale"
"361SNMN ","Stony Mountain Formation"
"361SONM ","Stony Mountain Formation of Bighorn Group"
"361SQTC ","Sequatchie Formation"
"361SRDM ","Saturday Mountain Formation"
"361STGN ","Stoughton Member of Stony Mountain Formation"
"361STNL ","Stonewall Formation"
"361TATE ","Tate Member of Ashlock Formation"
"361TRRL ","Terrill Member of Ashlock Formation"
"361UPHM ","Upham Dolomite"
"361UTIC ","Utica Shale"
"361VIOL ","Viola Limestone"
"361VKMK ","Viola Limestone"
"361VLMN ","Valmont Dolomite"
"361WHTD ","Whitewood Dolomite"
"361WMBL ","Womble Formation"
"361WSVL ","Waynesville Shale"
"361WTTR ","Whitewater Formation"
"362BDNC ","Bay De Noc Shaly Limestone"
"362BGHL ","Big Hill Limestone"
"362BLCK ","Bills Creek Shale"
"362BRAD ","Brainard Member of Maquoketa Shale"
"362BRRD ","Brainerd Shale of Maquoketa Group"
"362CAPE ","Cape Limestone"
"362CLGD ","Collingwood Formation"
"362CLRM ","Clermont Shale Member of Scales Shale"
"362CNCN ","Cincinnatian Series"
"362DBQG ","Dubuque Formation-Galena Dolomite"
"362DEEN ","Edenian Stage"
"362EDEN ","Eden Group"
"362ELGN ","Elgin Shale Member of Scales Shale"
"362FOAK ","Fort Atkinson Limestone Member of Maquoketa Shale"
"362FTAK ","Fort Atkinson Formation"
"362MQKS ","Maquoketa Shale"
"362MQKTG","Maquoketa Group"
"362MSVL ","Maysvillian Stage"
"362NEDA ","Neda Formation of Maquoketa Group"
"362OCCK ","Orchard Creek Shale"
"362OGNZ ","Ogontz Cherty Limestone"
"362QNSN ","Queenston Shale"
"362RCMD ","Richmondian Stage"
"362SCAL ","Scales Shale"
"362SCLS ","Scales Member of Maquoketa Shale"
"362SNNG ","Stonington Formation"
"362SSOC ","Scales Shale-Orchard Creek Shale Member"
"362SSTS ","Scales Shale-Thebes Sandstone Member"
"362THBS ","Thebes Sandstone"
"362UTIC ","Utica Shale"
"364ALDN ","Aladdin Sandstone Member of Winnipeg Formation"
"364ALPV ","Antelope Valley Limestone"
"364ANTS ","Antes Formation"
"364ANVL ","Annville Formation"
"364ATNS ","Athens Shale"
"364ATTL ","Attalla Chert Conglomerate Member of Chickamauga Limestone"
"364BAYS ","Bays Formation"
"364BCKF ","Blackford Formation"
"364BFLS ","Bony Falls Member of Black River Formation"
"364BGBC ","Bigby and Cannon Limestones"
"364BGFK ","Bigfork Chert"
"364BKMN ","Beekmantown Group"
"364BNBL ","Benbolt Limestone"
"364BNHR ","Ben Hur Limestone"
"364BNNR ","Benner Formation"
"364BOWN ","Bowen Limestone"
"364BRGN ","Burgen Sandstone"
"364BRKR ","Berkshire Schist"
"364BRMD ","Bromide Formation"
"364BRNN ","Brannon Member of Lexington Limestone"
"364BSHL ","Benner, Snyder, Hatter, Loysburg Formations Undifferentiated"
"364CABB ","Chambersburg Limestone"
"364CBBG ","Chambersburg Formation"
"364CBRN ","Coburn Formation"
"364CBSN ","Coburn, Salona, Nealmont Formations Undifferentiated"
"364CDVL ","Curdsville Limestone Member of Lexington Limestone"
"364CHZY ","Chazy Group"
"364CKMG ","Chickamauga Limestone"
"364CLRS ","Collierstown Limestone"
"364CLVM ","Colvin Mountain Sandstone"
"364CMGV ","Cummingsville Member of Galena Dolomite"
"364CMPN ","Camp Nelson Limestone"
"364CNJR ","Canajoharie Shale"
"364CNTN ","Cynthiana Formation (Granville)"
"364CRHL ","Center Hall Member of Nealmont Formation"
"364CRRS ","Carters Limestone"
"364CRTN ","Curtin Formation"
"364CSNL ","Coburn, Salona, Nealmont, Benner, Snyder, Hatter, Loysburg Fms."
"364CTYS ","Catheys Limestone"
"364DCPV ","Decorah-Platteville Formations"
"364DCRH ","Decorah Formation"
"364DOT  ","Dot Limestone"
"364DUBQ ","Dubuque Member of Galena Formation"
"364DUBU ","Dubuque Formation"
"364DVLH ","Devil's Hollow Member of Lexington Limestone"
"364EDBG ","Edinburg Formation"
"364EFFN ","Effna Limestone"
"364EGLS ","Eggleston Formation"
"364ELWY ","Elway Limestone"
"364ESPG ","Ely Springs Dolomite"
